peak_threshold,quality_threshold,max_SP_seconds,Policy,Phase,Tolerance_ms,Method,BaseSeed,MetaSeed,Delta
0.3,4,40,accepted,P,100,Stack,43,42,0.021986993219869855
0.3,4,40,accepted,P,100,Stack,43,43,0.019558741388940537
0.3,4,40,accepted,P,100,Stack,43,44,0.012738912707541794
0.3,4,40,accepted,P,100,Stack,44,42,0.0018004974570293708
0.3,4,40,accepted,P,100,Stack,44,43,0.003229803288273936
0.3,4,40,accepted,P,100,Stack,44,44,-0.009796596097965904
0.3,4,40,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.3,4,40,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.3,4,40,accepted,P,100,PhaseNetMatched,44,,0.004520163700740376
0.3,4,40,accepted,S,100,Stack,42,42,0.2761449564845199
0.3,4,40,accepted,S,100,Stack,42,43,0.25564185011130347
0.3,4,40,accepted,S,100,Stack,42,44,0.2593673187985851
0.3,4,40,accepted,S,100,Stack,43,42,0.31144299836427
0.3,4,40,accepted,S,100,Stack,43,43,0.3181301878549585
0.3,4,40,accepted,S,100,Stack,43,44,0.31931809269861183
0.3,4,40,accepted,S,100,Stack,44,42,0.25815548780487807
0.3,4,40,accepted,S,100,Stack,44,43,0.29581690093369734
0.3,4,40,accepted,S,100,Stack,44,44,0.271190906353508
0.3,4,40,accepted,S,100,PhaseNetMatched,42,,0.2848484848484848
0.3,4,40,accepted,S,100,PhaseNetMatched,43,,0.3002126250479278
0.3,4,40,accepted,S,100,PhaseNetMatched,44,,0.2735733664413483
0.3,4,40,strict,P,100,Stack,42,42,0.03914932497948831
0.3,4,40,strict,P,100,Stack,42,43,0.023300632344764538
0.3,4,40,strict,P,100,Stack,42,44,0.025065195774938487
0.3,4,40,strict,P,100,Stack,43,42,0.027757483796036153
0.3,4,40,strict,P,100,Stack,43,43,0.01964975244036493
0.3,4,40,strict,P,100,Stack,43,44,0.014064393690282784
0.3,4,40,strict,P,100,Stack,44,42,0.004165719912141208
0.3,4,40,strict,P,100,Stack,44,43,-0.0005253184743250205
0.3,4,40,strict,P,100,Stack,44,44,-0.0037652788835292883
0.3,4,40,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.3,4,40,strict,P,100,PhaseNetMatched,43,,0.004635395046354018
0.3,4,40,strict,P,100,PhaseNetMatched,44,,0.0015451245554883863
0.3,4,40,strict,S,100,Stack,42,42,0.29160721722891725
0.3,4,40,strict,S,100,Stack,42,43,0.29424818840579714
0.3,4,40,strict,S,100,Stack,42,44,0.2785443234836703
0.3,4,40,strict,S,100,Stack,43,42,0.32471397179855177
0.3,4,40,strict,S,100,Stack,43,43,0.32353360924789487
0.3,4,40,strict,S,100,Stack,43,44,0.3228207306711979
0.3,4,40,strict,S,100,Stack,44,42,0.27277821834522864
0.3,4,40,strict,S,100,Stack,44,43,0.3065285539048657
0.3,4,40,strict,S,100,Stack,44,44,0.27983702410244193
0.3,4,40,strict,S,100,PhaseNetMatched,42,,0.2852475397074372
0.3,4,40,strict,S,100,PhaseNetMatched,43,,0.30175992460831663
0.3,4,40,strict,S,100,PhaseNetMatched,44,,0.27046505556798695
0.4,2,20,accepted,P,100,Stack,42,42,0.04031648066080418
0.4,2,20,accepted,P,100,Stack,42,43,0.02143950995405819
0.4,2,20,accepted,P,100,Stack,42,44,0.015118820564937074
0.4,2,20,accepted,P,100,Stack,43,42,0.027625027263066593
0.4,2,20,accepted,P,100,Stack,43,43,0.0188957600271209
0.4,2,20,accepted,P,100,Stack,43,44,0.014001117110407746
0.4,2,20,accepted,P,100,Stack,44,42,0.004860284333636833
0.4,2,20,accepted,P,100,Stack,44,43,0.0032589106460860773
0.4,2,20,accepted,P,100,Stack,44,44,-0.005532285566016704
0.4,2,20,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.4,2,20,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.4,2,20,accepted,P,100,PhaseNetMatched,44,,0.003034901365705611
0.4,2,20,accepted,S,100,Stack,42,42,0.2744447606803215
0.4,2,20,accepted,S,100,Stack,42,43,0.2561056105610561
0.4,2,20,accepted,S,100,Stack,42,44,0.260991098711306
0.4,2,20,accepted,S,100,Stack,43,42,0.3154482400504432
0.4,2,20,accepted,S,100,Stack,43,43,0.3213981633521863
0.4,2,20,accepted,S,100,Stack,43,44,0.3171000934009526
0.4,2,20,accepted,S,100,Stack,44,42,0.25532103779656873
0.4,2,20,accepted,S,100,Stack,44,43,0.2939295210275999
0.4,2,20,accepted,S,100,Stack,44,44,0.27318736504772795
0.4,2,20,accepted,S,100,PhaseNetMatched,42,,0.28572676691037846
0.4,2,20,accepted,S,100,PhaseNetMatched,43,,0.30229007633587784
0.4,2,20,accepted,S,100,PhaseNetMatched,44,,0.2739897883409974
0.4,2,20,strict,P,100,Stack,42,42,0.038642767615654994
0.4,2,20,strict,P,100,Stack,42,43,0.02457757296466978
0.4,2,20,strict,P,100,Stack,42,44,0.030015313935681465
0.4,2,20,strict,P,100,Stack,43,42,0.02587262200165419
0.4,2,20,strict,P,100,Stack,43,43,0.022813796373118422
0.4,2,20,strict,P,100,Stack,43,44,0.012326656394452962
0.4,2,20,strict,P,100,Stack,44,42,-0.0025339185478551185
0.4,2,20,strict,P,100,Stack,44,43,0.0012675167038911361
0.4,2,20,strict,P,100,Stack,44,44,-0.0019773618029387263
0.4,2,20,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.4,2,20,strict,P,100,PhaseNetMatched,43,,0.006189948263119027
0.4,2,20,strict,P,100,PhaseNetMatched,44,,0.0
0.4,2,20,strict,S,100,Stack,42,42,0.31024347717790646
0.4,2,20,strict,S,100,Stack,42,43,0.2835460704213067
0.4,2,20,strict,S,100,Stack,42,44,0.31525187158989976
0.4,2,20,strict,S,100,Stack,43,42,0.31370348199141973
0.4,2,20,strict,S,100,Stack,43,43,0.32813997426138386
0.4,2,20,strict,S,100,Stack,43,44,0.3158473051056171
0.4,2,20,strict,S,100,Stack,44,42,0.274322216890595
0.4,2,20,strict,S,100,Stack,44,43,0.30534788676236047
0.4,2,20,strict,S,100,Stack,44,44,0.2786588023360549
0.4,2,20,strict,S,100,PhaseNetMatched,42,,0.2868271820354284
0.4,2,20,strict,S,100,PhaseNetMatched,43,,0.29342224339128364
0.4,2,20,strict,S,100,PhaseNetMatched,44,,0.2681630497407337
0.4,2,30,accepted,P,100,Stack,42,42,0.04031648066080418
0.4,2,30,accepted,P,100,Stack,42,43,0.02143950995405819
0.4,2,30,accepted,P,100,Stack,42,44,0.015118820564937074
0.4,2,30,accepted,P,100,Stack,43,42,0.027625027263066593
0.4,2,30,accepted,P,100,Stack,43,43,0.0188957600271209
0.4,2,30,accepted,P,100,Stack,43,44,0.014001117110407746
0.4,2,30,accepted,P,100,Stack,44,42,0.004860284333636833
0.4,2,30,accepted,P,100,Stack,44,43,0.0032589106460860773
0.4,2,30,accepted,P,100,Stack,44,44,-0.005532285566016704
0.4,2,30,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.4,2,30,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.4,2,30,accepted,P,100,PhaseNetMatched,44,,0.003034901365705611
0.4,2,30,accepted,S,100,Stack,42,42,0.2744447606803215
0.4,2,30,accepted,S,100,Stack,42,43,0.2561056105610561
0.4,2,30,accepted,S,100,Stack,42,44,0.260991098711306
0.4,2,30,accepted,S,100,Stack,43,42,0.3154482400504432
0.4,2,30,accepted,S,100,Stack,43,43,0.3205183672746501
0.4,2,30,accepted,S,100,Stack,43,44,0.316228381169652
0.4,2,30,accepted,S,100,Stack,44,42,0.25532103779656873
0.4,2,30,accepted,S,100,Stack,44,43,0.2939295210275999
0.4,2,30,accepted,S,100,Stack,44,44,0.2723703143672414
0.4,2,30,accepted,S,100,PhaseNetMatched,42,,0.28572676691037846
0.4,2,30,accepted,S,100,PhaseNetMatched,43,,0.30229007633587784
0.4,2,30,accepted,S,100,PhaseNetMatched,44,,0.2739897883409974
0.4,2,30,strict,P,100,Stack,42,42,0.038642767615654994
0.4,2,30,strict,P,100,Stack,42,43,0.02457757296466978
0.4,2,30,strict,P,100,Stack,42,44,0.030015313935681465
0.4,2,30,strict,P,100,Stack,43,42,0.02587262200165419
0.4,2,30,strict,P,100,Stack,43,43,0.022813796373118422
0.4,2,30,strict,P,100,Stack,43,44,0.012326656394452962
0.4,2,30,strict,P,100,Stack,44,42,-0.0025339185478551185
0.4,2,30,strict,P,100,Stack,44,43,0.0012675167038911361
0.4,2,30,strict,P,100,Stack,44,44,-0.0019773618029387263
0.4,2,30,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.4,2,30,strict,P,100,PhaseNetMatched,43,,0.006189948263119027
0.4,2,30,strict,P,100,PhaseNetMatched,44,,0.0
0.4,2,30,strict,S,100,Stack,42,42,0.31024347717790646
0.4,2,30,strict,S,100,Stack,42,43,0.2835460704213067
0.4,2,30,strict,S,100,Stack,42,44,0.31525187158989976
0.4,2,30,strict,S,100,Stack,43,42,0.3146988670244484
0.4,2,30,strict,S,100,Stack,43,43,0.3290303612617337
0.4,2,30,strict,S,100,Stack,43,44,0.31682769726247983
0.4,2,30,strict,S,100,Stack,44,42,0.274322216890595
0.4,2,30,strict,S,100,Stack,44,43,0.30534788676236047
0.4,2,30,strict,S,100,Stack,44,44,0.2786588023360549
0.4,2,30,strict,S,100,PhaseNetMatched,42,,0.2868271820354284
0.4,2,30,strict,S,100,PhaseNetMatched,43,,0.29342224339128364
0.4,2,30,strict,S,100,PhaseNetMatched,44,,0.2681630497407337
0.4,2,40,accepted,P,100,Stack,42,42,0.04031648066080418
0.4,2,40,accepted,P,100,Stack,42,43,0.02143950995405819
0.4,2,40,accepted,P,100,Stack,42,44,0.015118820564937074
0.4,2,40,accepted,P,100,Stack,43,42,0.027625027263066593
0.4,2,40,accepted,P,100,Stack,43,43,0.0188957600271209
0.4,2,40,accepted,P,100,Stack,43,44,0.014001117110407746
0.4,2,40,accepted,P,100,Stack,44,42,0.004860284333636833
0.4,2,40,accepted,P,100,Stack,44,43,0.0032589106460860773
0.4,2,40,accepted,P,100,Stack,44,44,-0.005532285566016704
0.4,2,40,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.4,2,40,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.4,2,40,accepted,P,100,PhaseNetMatched,44,,0.003034901365705611
0.4,2,40,accepted,S,100,Stack,42,42,0.2744447606803215
0.4,2,40,accepted,S,100,Stack,42,43,0.2561056105610561
0.4,2,40,accepted,S,100,Stack,42,44,0.260991098711306
0.4,2,40,accepted,S,100,Stack,43,42,0.3154482400504432
0.4,2,40,accepted,S,100,Stack,43,43,0.3205183672746501
0.4,2,40,accepted,S,100,Stack,43,44,0.316228381169652
0.4,2,40,accepted,S,100,Stack,44,42,0.25532103779656873
0.4,2,40,accepted,S,100,Stack,44,43,0.2939295210275999
0.4,2,40,accepted,S,100,Stack,44,44,0.2723703143672414
0.4,2,40,accepted,S,100,PhaseNetMatched,42,,0.28572676691037846
0.4,2,40,accepted,S,100,PhaseNetMatched,43,,0.30229007633587784
0.4,2,40,accepted,S,100,PhaseNetMatched,44,,0.2739897883409974
0.4,2,40,strict,P,100,Stack,42,42,0.038642767615654994
0.4,2,40,strict,P,100,Stack,42,43,0.02457757296466978
0.4,2,40,strict,P,100,Stack,42,44,0.030015313935681465
0.4,2,40,strict,P,100,Stack,43,42,0.02587262200165419
0.4,2,40,strict,P,100,Stack,43,43,0.022813796373118422
0.4,2,40,strict,P,100,Stack,43,44,0.012326656394452962
0.4,2,40,strict,P,100,Stack,44,42,-0.0025339185478551185
0.4,2,40,strict,P,100,Stack,44,43,0.0012675167038911361
0.4,2,40,strict,P,100,Stack,44,44,-0.0019773618029387263
0.4,2,40,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.4,2,40,strict,P,100,PhaseNetMatched,43,,0.006189948263119027
0.4,2,40,strict,P,100,PhaseNetMatched,44,,0.0
0.4,2,40,strict,S,100,Stack,42,42,0.31024347717790646
0.4,2,40,strict,S,100,Stack,42,43,0.2835460704213067
0.4,2,40,strict,S,100,Stack,42,44,0.31525187158989976
0.4,2,40,strict,S,100,Stack,43,42,0.3146988670244484
0.4,2,40,strict,S,100,Stack,43,43,0.3290303612617337
0.4,2,40,strict,S,100,Stack,43,44,0.31682769726247983
0.4,2,40,strict,S,100,Stack,44,42,0.274322216890595
0.4,2,40,strict,S,100,Stack,44,43,0.30534788676236047
0.4,2,40,strict,S,100,Stack,44,44,0.2786588023360549
0.4,2,40,strict,S,100,PhaseNetMatched,42,,0.2868271820354284
0.4,2,40,strict,S,100,PhaseNetMatched,43,,0.29342224339128364
0.4,2,40,strict,S,100,PhaseNetMatched,44,,0.2681630497407337
0.4,3,20,accepted,P,100,Stack,42,42,0.04031648066080418
0.4,3,20,accepted,P,100,Stack,42,43,0.02143950995405819
0.4,3,20,accepted,P,100,Stack,42,44,0.015118820564937074
0.4,3,20,accepted,P,100,Stack,43,42,0.027625027263066593
0.4,3,20,accepted,P,100,Stack,43,43,0.0188957600271209
0.4,3,20,accepted,P,100,Stack,43,44,0.014001117110407746
0.4,3,20,accepted,P,100,Stack,44,42,0.004860284333636833
0.4,3,20,accepted,P,100,Stack,44,43,0.0032589106460860773
0.4,3,20,accepted,P,100,Stack,44,44,-0.005532285566016704
0.4,3,20,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.4,3,20,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.4,3,20,accepted,P,100,PhaseNetMatched,44,,0.003034901365705611
0.4,3,20,accepted,S,100,Stack,42,42,0.2744447606803215
0.4,3,20,accepted,S,100,Stack,42,43,0.2561056105610561
0.4,3,20,accepted,S,100,Stack,42,44,0.260991098711306
0.4,3,20,accepted,S,100,Stack,43,42,0.3154482400504432
0.4,3,20,accepted,S,100,Stack,43,43,0.3213981633521863
0.4,3,20,accepted,S,100,Stack,43,44,0.3171000934009526
0.4,3,20,accepted,S,100,Stack,44,42,0.25532103779656873
0.4,3,20,accepted,S,100,Stack,44,43,0.2939295210275999
0.4,3,20,accepted,S,100,Stack,44,44,0.27318736504772795
0.4,3,20,accepted,S,100,PhaseNetMatched,42,,0.28572676691037846
0.4,3,20,accepted,S,100,PhaseNetMatched,43,,0.30229007633587784
0.4,3,20,accepted,S,100,PhaseNetMatched,44,,0.2739897883409974
0.4,3,20,strict,P,100,Stack,42,42,0.038642767615654994
0.4,3,20,strict,P,100,Stack,42,43,0.02457757296466978
0.4,3,20,strict,P,100,Stack,42,44,0.030015313935681465
0.4,3,20,strict,P,100,Stack,43,42,0.02587262200165419
0.4,3,20,strict,P,100,Stack,43,43,0.022813796373118422
0.4,3,20,strict,P,100,Stack,43,44,0.012326656394452962
0.4,3,20,strict,P,100,Stack,44,42,-0.0025339185478551185
0.4,3,20,strict,P,100,Stack,44,43,0.0012675167038911361
0.4,3,20,strict,P,100,Stack,44,44,-0.0019773618029387263
0.4,3,20,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.4,3,20,strict,P,100,PhaseNetMatched,43,,0.006189948263119027
0.4,3,20,strict,P,100,PhaseNetMatched,44,,0.0
0.4,3,20,strict,S,100,Stack,42,42,0.31024347717790646
0.4,3,20,strict,S,100,Stack,42,43,0.2835460704213067
0.4,3,20,strict,S,100,Stack,42,44,0.31525187158989976
0.4,3,20,strict,S,100,Stack,43,42,0.31370348199141973
0.4,3,20,strict,S,100,Stack,43,43,0.32813997426138386
0.4,3,20,strict,S,100,Stack,43,44,0.3158473051056171
0.4,3,20,strict,S,100,Stack,44,42,0.274322216890595
0.4,3,20,strict,S,100,Stack,44,43,0.30534788676236047
0.4,3,20,strict,S,100,Stack,44,44,0.2786588023360549
0.4,3,20,strict,S,100,PhaseNetMatched,42,,0.2868271820354284
0.4,3,20,strict,S,100,PhaseNetMatched,43,,0.29342224339128364
0.4,3,20,strict,S,100,PhaseNetMatched,44,,0.2681630497407337
0.4,3,30,accepted,P,100,Stack,42,42,0.04031648066080418
0.4,3,30,accepted,P,100,Stack,42,43,0.02143950995405819
0.4,3,30,accepted,P,100,Stack,42,44,0.015118820564937074
0.4,3,30,accepted,P,100,Stack,43,42,0.027625027263066593
0.4,3,30,accepted,P,100,Stack,43,43,0.0188957600271209
0.4,3,30,accepted,P,100,Stack,43,44,0.014001117110407746
0.4,3,30,accepted,P,100,Stack,44,42,0.004860284333636833
0.4,3,30,accepted,P,100,Stack,44,43,0.0032589106460860773
0.4,3,30,accepted,P,100,Stack,44,44,-0.005532285566016704
0.4,3,30,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.4,3,30,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.4,3,30,accepted,P,100,PhaseNetMatched,44,,0.003034901365705611
0.4,3,30,accepted,S,100,Stack,42,42,0.2744447606803215
0.4,3,30,accepted,S,100,Stack,42,43,0.2561056105610561
0.4,3,30,accepted,S,100,Stack,42,44,0.260991098711306
0.4,3,30,accepted,S,100,Stack,43,42,0.3154482400504432
0.4,3,30,accepted,S,100,Stack,43,43,0.3205183672746501
0.4,3,30,accepted,S,100,Stack,43,44,0.316228381169652
0.4,3,30,accepted,S,100,Stack,44,42,0.25532103779656873
0.4,3,30,accepted,S,100,Stack,44,43,0.2939295210275999
0.4,3,30,accepted,S,100,Stack,44,44,0.2723703143672414
0.4,3,30,accepted,S,100,PhaseNetMatched,42,,0.28572676691037846
0.4,3,30,accepted,S,100,PhaseNetMatched,43,,0.30229007633587784
0.4,3,30,accepted,S,100,PhaseNetMatched,44,,0.2739897883409974
0.4,3,30,strict,P,100,Stack,42,42,0.038642767615654994
0.4,3,30,strict,P,100,Stack,42,43,0.02457757296466978
0.4,3,30,strict,P,100,Stack,42,44,0.030015313935681465
0.4,3,30,strict,P,100,Stack,43,42,0.02587262200165419
0.4,3,30,strict,P,100,Stack,43,43,0.022813796373118422
0.4,3,30,strict,P,100,Stack,43,44,0.012326656394452962
0.4,3,30,strict,P,100,Stack,44,42,-0.0025339185478551185
0.4,3,30,strict,P,100,Stack,44,43,0.0012675167038911361
0.4,3,30,strict,P,100,Stack,44,44,-0.0019773618029387263
0.4,3,30,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.4,3,30,strict,P,100,PhaseNetMatched,43,,0.006189948263119027
0.4,3,30,strict,P,100,PhaseNetMatched,44,,0.0
0.4,3,30,strict,S,100,Stack,42,42,0.31024347717790646
0.4,3,30,strict,S,100,Stack,42,43,0.2835460704213067
0.4,3,30,strict,S,100,Stack,42,44,0.31525187158989976
0.4,3,30,strict,S,100,Stack,43,42,0.3146988670244484
0.4,3,30,strict,S,100,Stack,43,43,0.3290303612617337
0.4,3,30,strict,S,100,Stack,43,44,0.31682769726247983
0.4,3,30,strict,S,100,Stack,44,42,0.274322216890595
0.4,3,30,strict,S,100,Stack,44,43,0.30534788676236047
0.4,3,30,strict,S,100,Stack,44,44,0.2786588023360549
0.4,3,30,strict,S,100,PhaseNetMatched,42,,0.2868271820354284
0.4,3,30,strict,S,100,PhaseNetMatched,43,,0.29342224339128364
0.4,3,30,strict,S,100,PhaseNetMatched,44,,0.2681630497407337
0.4,3,40,accepted,P,100,Stack,42,42,0.04031648066080418
0.4,3,40,accepted,P,100,Stack,42,43,0.02143950995405819
0.4,3,40,accepted,P,100,Stack,42,44,0.015118820564937074
0.4,3,40,accepted,P,100,Stack,43,42,0.027625027263066593
0.4,3,40,accepted,P,100,Stack,43,43,0.0188957600271209
0.4,3,40,accepted,P,100,Stack,43,44,0.014001117110407746
0.4,3,40,accepted,P,100,Stack,44,42,0.004860284333636833
0.4,3,40,accepted,P,100,Stack,44,43,0.0032589106460860773
0.4,3,40,accepted,P,100,Stack,44,44,-0.005532285566016704
0.4,3,40,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.4,3,40,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.4,3,40,accepted,P,100,PhaseNetMatched,44,,0.003034901365705611
0.4,3,40,accepted,S,100,Stack,42,42,0.2744447606803215
0.4,3,40,accepted,S,100,Stack,42,43,0.2561056105610561
0.4,3,40,accepted,S,100,Stack,42,44,0.260991098711306
0.4,3,40,accepted,S,100,Stack,43,42,0.3154482400504432
0.4,3,40,accepted,S,100,Stack,43,43,0.3205183672746501
0.4,3,40,accepted,S,100,Stack,43,44,0.316228381169652
0.4,3,40,accepted,S,100,Stack,44,42,0.25532103779656873
0.4,3,40,accepted,S,100,Stack,44,43,0.2939295210275999
0.4,3,40,accepted,S,100,Stack,44,44,0.2723703143672414
0.4,3,40,accepted,S,100,PhaseNetMatched,42,,0.28572676691037846
0.4,3,40,accepted,S,100,PhaseNetMatched,43,,0.30229007633587784
0.4,3,40,accepted,S,100,PhaseNetMatched,44,,0.2739897883409974
0.4,3,40,strict,P,100,Stack,42,42,0.038642767615654994
0.4,3,40,strict,P,100,Stack,42,43,0.02457757296466978
0.4,3,40,strict,P,100,Stack,42,44,0.030015313935681465
0.4,3,40,strict,P,100,Stack,43,42,0.02587262200165419
0.4,3,40,strict,P,100,Stack,43,43,0.022813796373118422
0.4,3,40,strict,P,100,Stack,43,44,0.012326656394452962
0.4,3,40,strict,P,100,Stack,44,42,-0.0025339185478551185
0.4,3,40,strict,P,100,Stack,44,43,0.0012675167038911361
0.4,3,40,strict,P,100,Stack,44,44,-0.0019773618029387263
0.4,3,40,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.4,3,40,strict,P,100,PhaseNetMatched,43,,0.006189948263119027
0.4,3,40,strict,P,100,PhaseNetMatched,44,,0.0
0.4,3,40,strict,S,100,Stack,42,42,0.31024347717790646
0.4,3,40,strict,S,100,Stack,42,43,0.2835460704213067
0.4,3,40,strict,S,100,Stack,42,44,0.31525187158989976
0.4,3,40,strict,S,100,Stack,43,42,0.3146988670244484
0.4,3,40,strict,S,100,Stack,43,43,0.3290303612617337
0.4,3,40,strict,S,100,Stack,43,44,0.31682769726247983
0.4,3,40,strict,S,100,Stack,44,42,0.274322216890595
0.4,3,40,strict,S,100,Stack,44,43,0.30534788676236047
0.4,3,40,strict,S,100,Stack,44,44,0.2786588023360549
0.4,3,40,strict,S,100,PhaseNetMatched,42,,0.2868271820354284
0.4,3,40,strict,S,100,PhaseNetMatched,43,,0.29342224339128364
0.4,3,40,strict,S,100,PhaseNetMatched,44,,0.2681630497407337
0.4,4,20,accepted,P,100,Stack,42,42,0.04031648066080418
0.4,4,20,accepted,P,100,Stack,42,43,0.02143950995405819
0.4,4,20,accepted,P,100,Stack,42,44,0.015118820564937074
0.4,4,20,accepted,P,100,Stack,43,42,0.027625027263066593
0.4,4,20,accepted,P,100,Stack,43,43,0.0188957600271209
0.4,4,20,accepted,P,100,Stack,43,44,0.014001117110407746
0.4,4,20,accepted,P,100,Stack,44,42,0.004860284333636833
0.4,4,20,accepted,P,100,Stack,44,43,0.0032589106460860773
0.4,4,20,accepted,P,100,Stack,44,44,-0.005532285566016704
0.4,4,20,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.4,4,20,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.4,4,20,accepted,P,100,PhaseNetMatched,44,,0.003034901365705611
0.4,4,20,accepted,S,100,Stack,42,42,0.2744447606803215
0.4,4,20,accepted,S,100,Stack,42,43,0.2561056105610561
0.4,4,20,accepted,S,100,Stack,42,44,0.260991098711306
0.4,4,20,accepted,S,100,Stack,43,42,0.3154482400504432
0.4,4,20,accepted,S,100,Stack,43,43,0.3213981633521863
0.4,4,20,accepted,S,100,Stack,43,44,0.3171000934009526
0.4,4,20,accepted,S,100,Stack,44,42,0.25532103779656873
0.4,4,20,accepted,S,100,Stack,44,43,0.2939295210275999
0.4,4,20,accepted,S,100,Stack,44,44,0.27318736504772795
0.4,4,20,accepted,S,100,PhaseNetMatched,42,,0.28572676691037846
0.4,4,20,accepted,S,100,PhaseNetMatched,43,,0.30229007633587784
0.4,4,20,accepted,S,100,PhaseNetMatched,44,,0.2739897883409974
0.4,4,20,strict,P,100,Stack,42,42,0.038642767615654994
0.4,4,20,strict,P,100,Stack,42,43,0.02457757296466978
0.4,4,20,strict,P,100,Stack,42,44,0.030015313935681465
0.4,4,20,strict,P,100,Stack,43,42,0.02587262200165419
0.4,4,20,strict,P,100,Stack,43,43,0.022813796373118422
0.4,4,20,strict,P,100,Stack,43,44,0.012326656394452962
0.4,4,20,strict,P,100,Stack,44,42,-0.0025339185478551185
0.4,4,20,strict,P,100,Stack,44,43,0.0012675167038911361
0.4,4,20,strict,P,100,Stack,44,44,-0.0019773618029387263
0.4,4,20,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.4,4,20,strict,P,100,PhaseNetMatched,43,,0.006189948263119027
0.4,4,20,strict,P,100,PhaseNetMatched,44,,0.0
0.4,4,20,strict,S,100,Stack,42,42,0.31024347717790646
0.4,4,20,strict,S,100,Stack,42,43,0.2835460704213067
0.4,4,20,strict,S,100,Stack,42,44,0.31525187158989976
0.4,4,20,strict,S,100,Stack,43,42,0.31320287899235266
0.4,4,20,strict,S,100,Stack,43,43,0.32813997426138386
0.4,4,20,strict,S,100,Stack,43,44,0.3158473051056171
0.4,4,20,strict,S,100,Stack,44,42,0.274322216890595
0.4,4,20,strict,S,100,Stack,44,43,0.30534788676236047
0.4,4,20,strict,S,100,Stack,44,44,0.2786588023360549
0.4,4,20,strict,S,100,PhaseNetMatched,42,,0.2868271820354284
0.4,4,20,strict,S,100,PhaseNetMatched,43,,0.29342224339128364
0.4,4,20,strict,S,100,PhaseNetMatched,44,,0.2681630497407337
0.4,4,30,accepted,P,100,Stack,42,42,0.04031648066080418
0.4,4,30,accepted,P,100,Stack,42,43,0.02143950995405819
0.4,4,30,accepted,P,100,Stack,42,44,0.015118820564937074
0.4,4,30,accepted,P,100,Stack,43,42,0.027625027263066593
0.4,4,30,accepted,P,100,Stack,43,43,0.0188957600271209
0.4,4,30,accepted,P,100,Stack,43,44,0.014001117110407746
0.4,4,30,accepted,P,100,Stack,44,42,0.004860284333636833
0.4,4,30,accepted,P,100,Stack,44,43,0.0032589106460860773
0.4,4,30,accepted,P,100,Stack,44,44,-0.005532285566016704
0.4,4,30,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.4,4,30,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.4,4,30,accepted,P,100,PhaseNetMatched,44,,0.003034901365705611
0.4,4,30,accepted,S,100,Stack,42,42,0.2744447606803215
0.4,4,30,accepted,S,100,Stack,42,43,0.2561056105610561
0.4,4,30,accepted,S,100,Stack,42,44,0.260991098711306
0.4,4,30,accepted,S,100,Stack,43,42,0.3154482400504432
0.4,4,30,accepted,S,100,Stack,43,43,0.3205183672746501
0.4,4,30,accepted,S,100,Stack,43,44,0.316228381169652
0.4,4,30,accepted,S,100,Stack,44,42,0.25532103779656873
0.4,4,30,accepted,S,100,Stack,44,43,0.2939295210275999
0.4,4,30,accepted,S,100,Stack,44,44,0.2723703143672414
0.4,4,30,accepted,S,100,PhaseNetMatched,42,,0.28572676691037846
0.4,4,30,accepted,S,100,PhaseNetMatched,43,,0.30229007633587784
0.4,4,30,accepted,S,100,PhaseNetMatched,44,,0.2739897883409974
0.4,4,30,strict,P,100,Stack,42,42,0.038642767615654994
0.4,4,30,strict,P,100,Stack,42,43,0.02457757296466978
0.4,4,30,strict,P,100,Stack,42,44,0.030015313935681465
0.4,4,30,strict,P,100,Stack,43,42,0.02587262200165419
0.4,4,30,strict,P,100,Stack,43,43,0.022813796373118422
0.4,4,30,strict,P,100,Stack,43,44,0.012326656394452962
0.4,4,30,strict,P,100,Stack,44,42,-0.0025339185478551185
