Method,Mode,BaseSeed,MetaSeed,Policy,Phase,Tolerance_ms,N,N_accepted,N_strict_detected,TP,FP,FN,Precision,Recall,F1,AcceptedCoverage,MAE_ms,MedAE_ms,RMSE_ms,OutlierRate1s
PhaseNetMatched,Zonly,43,,accepted,P,100,335,335,333,326,9,9,0.9731343283582089,0.9731343283582089,0.9731343283582089,1.0,25.70149253731322,9.999999999999787,100.47499131921842,0.0
PhaseNetMatched,Zonly,43,,accepted,P,200,335,335,333,331,4,4,0.9880597014925373,0.9880597014925373,0.9880597014925373,1.0,25.70149253731322,9.999999999999787,100.47499131921842,0.0
PhaseNetMatched,Zonly,43,,accepted,S,50,335,333,324,86,247,249,0.25825825825825827,0.25671641791044775,0.25748502994011974,0.9940298507462687,381.08108108108104,150.00000000000034,1203.3843666650878,0.057057057057057055
PhaseNetMatched,Zonly,43,,accepted,S,100,335,333,324,127,206,208,0.3813813813813814,0.37910447761194027,0.38023952095808383,0.9940298507462687,381.08108108108104,150.00000000000034,1203.3843666650878,0.057057057057057055
PhaseNetMatched,Zonly,43,,accepted,S,200,335,333,324,194,139,141,0.5825825825825826,0.5791044776119403,0.5808383233532934,0.9940298507462687,381.08108108108104,150.00000000000034,1203.3843666650878,0.057057057057057055
PhaseNetMatched,Zonly,43,,strict,P,50,335,333,333,318,15,17,0.954954954954955,0.9492537313432836,0.9520958083832335,0.9940298507462687,25.495495495495284,9.999999999999787,100.62119371496557,0.0
PhaseNetMatched,Zonly,43,,strict,P,100,335,333,333,324,9,11,0.972972972972973,0.9671641791044776,0.9700598802395209,0.9940298507462687,25.495495495495284,9.999999999999787,100.62119371496557,0.0
PhaseNetMatched,Zonly,43,,strict,P,200,335,333,333,329,4,6,0.987987987987988,0.982089552238806,0.9850299401197605,0.9940298507462687,25.495495495495284,9.999999999999787,100.62119371496557,0.0
PhaseNetMatched,Zonly,43,,strict,S,50,335,324,324,85,239,250,0.2623456790123457,0.2537313432835821,0.25796661608497723,0.9671641791044776,380.7098765432098,150.00000000000034,1217.0505482670133,0.05864197530864197
PhaseNetMatched,Zonly,43,,strict,S,100,335,324,324,125,199,210,0.38580246913580246,0.373134328358209,0.37936267071320184,0.9671641791044776,380.7098765432098,150.00000000000034,1217.0505482670133,0.05864197530864197
PhaseNetMatched,Zonly,43,,strict,S,200,335,324,324,191,133,144,0.5895061728395061,0.5701492537313433,0.5796661608497724,0.9671641791044776,380.7098765432098,150.00000000000034,1217.0505482670133,0.05864197530864197
PhaseNetMatched,Zonly,44,,accepted,P,50,335,335,335,313,22,22,0.9343283582089552,0.9343283582089552,0.9343283582089552,1.0,24.65671641791035,9.999999999999787,113.9075299228911,0.0029850746268656717
PhaseNetMatched,Zonly,44,,accepted,P,100,335,335,335,321,14,14,0.9582089552238806,0.9582089552238806,0.9582089552238806,1.0,24.65671641791035,9.999999999999787,113.9075299228911,0.0029850746268656717
PhaseNetMatched,Zonly,44,,accepted,P,200,335,335,335,330,5,5,0.9850746268656716,0.9850746268656716,0.9850746268656716,1.0,24.65671641791035,9.999999999999787,113.9075299228911,0.0029850746268656717
PhaseNetMatched,Zonly,44,,accepted,S,50,335,334,329,72,262,263,0.2155688622754491,0.21492537313432836,0.21524663677130046,0.9970149253731343,466.1377245508981,179.99999999999972,1443.7031351752928,0.0718562874251497
PhaseNetMatched,Zonly,44,,accepted,S,100,335,334,329,117,217,218,0.3502994011976048,0.3492537313432836,0.34977578475336324,0.9970149253731343,466.1377245508981,179.99999999999972,1443.7031351752928,0.0718562874251497
PhaseNetMatched,Zonly,44,,accepted,S,200,335,334,329,187,147,148,0.5598802395209581,0.5582089552238806,0.5590433482810164,0.9970149253731343,466.1377245508981,179.99999999999972,1443.7031351752928,0.0718562874251497
PhaseNetMatched,Zonly,44,,strict,P,50,335,335,335,313,22,22,0.9343283582089552,0.9343283582089552,0.9343283582089552,1.0,24.65671641791035,9.999999999999787,113.9075299228911,0.0029850746268656717
PhaseNetMatched,Zonly,44,,strict,P,100,335,335,335,321,14,14,0.9582089552238806,0.9582089552238806,0.9582089552238806,1.0,24.65671641791035,9.999999999999787,113.9075299228911,0.0029850746268656717
PhaseNetMatched,Zonly,44,,strict,P,200,335,335,335,330,5,5,0.9850746268656716,0.9850746268656716,0.9850746268656716,1.0,24.65671641791035,9.999999999999787,113.9075299228911,0.0029850746268656717
PhaseNetMatched,Zonly,44,,strict,S,50,335,329,329,72,257,263,0.2188449848024316,0.21492537313432836,0.21686746987951808,0.982089552238806,460.94224924012155,179.99999999999972,1450.2678717037238,0.0668693009118541
PhaseNetMatched,Zonly,44,,strict,S,100,335,329,329,117,212,218,0.3556231003039514,0.3492537313432836,0.35240963855421686,0.982089552238806,460.94224924012155,179.99999999999972,1450.2678717037238,0.0668693009118541
PhaseNetMatched,Zonly,44,,strict,S,200,335,329,329,186,143,149,0.5653495440729484,0.5552238805970149,0.5602409638554217,0.982089552238806,460.94224924012155,179.99999999999972,1450.2678717037238,0.0668693009118541
